,title,job_reqid,bu,jobcode,jobclass,description,qualifications,skills,state,minpay,maxpay,jobcode_id,jobclass_id,avgpay,midpay
454,Program Manager,558824BR,RMS ,E3045:Program Management Sr Stf ,Program Management,"The PM for this position will have experience with Managing full lifecycle of Software Development programs including Agile Development methodologies.<br>Responsible for managing the Trusted Security Solutions program.  This program supports the sustainment and development of two Cyber Security Cross Domain Solution product lines (the Trusted Manager and Radiant Mercury).  This includes the field support of 1300 systems deployed worldwide.<br>The PM will be responsible for collaborating with E&T, and Business Development to shape the future of the product line and contract growth in the Portfolio area.<br>Directs all phases of the program from inception through completion. Responsible for all aspects of program cost, schedule and technical performance and execution.","10+ years of Experience with Program Management leading engineering teams in matrix environment across multiple sites. Experience working across Market Segments and Business Areas to leverage synergies and drive growth.<br>The Candidate should also have Capture Management Experience.  Leadership experience and skills, strong interpersonal skills, excellent communication skills, oral and written.  Experience with managing the sustainment of multiple product baselines and multiple customers.","Experience with the following customers: NSA, Naval Information Warfare Center (NIWC) Pacific, PMW 130, AF DCGS-Warner Robins, LM Internal Customers (ex. LM Aero), and Various FMS CDS Customers. Basic working knowledge of: Cyber Security, computer networking and the Linux operating system.  Experience with multiple contract types to include: IDIQ (task order and delivery orders), CPFF and FFP.","California, Colorado",122300.0,203900.0,5,5,163100.0,163100.0
455,Software Engineer,558950BR,SPACE ,E1072:Software Engineer ,Software Engineering,"The coolest jobs on this planet… or any other… are with Lockheed Martin Space. At the dawn of a new space age, Lockheed Martin is a pioneer, partner, innovator and builder. Our amazing people are on a mission to make a difference in the world and every day we use our unique skills and experiences to create, design and build solutions to some of the worlds’ hardest engineering problems. Do you want to be part of a culture that inspires employees to envision the impossible, perform with excellence and build incredible products? We provide the resources, inspiration and focus and if you have the passion and courage to dream big, we want to build a better tomorrow with you.<br><br>Summary of Key Duties for this position:<br>The successful candidate will serve as a software developer for a team tasked with setting up an open architecture infrastructure and developing web services and modern user interfaces to meet mission needs.<br><br>You will be designing state-of-the-art concepts while delivering innovative and affordable capabilities in a new and emerging area of protecting USG space assets. You will be working on a mission that you can be proud of, knowing that you are making a lasting difference in the world and in space. You will be working side by side with extraordinarily talented and experienced engineers, while having the opportunity to lead and mentor less experienced individuals on the team. Candidate must be able to lead systems thinking, coordinate cross-team development, drive quality, and shoulder accountability for major aspects of mission and program success. Candidate must have the ability to adapt to agile methods that will require a dynamic execution approach, depending on the time-phased needs of the program.","• Demonstrated proficiency in software development using Java and/or C# languages <br>• Experience in planning and scheduling/resource optimization application domains <br>• Basic understanding of open architecture, cloud computing design, and security principles <br>• Strong critical thinking and problem-solving skills <br>• Ability to communicate effectively and work in a collaborative environment <br>• Must be a US citizen, will be subject to a government security investigation, and must meet eligibility requirements for an elevated clearance for access to classified information.","• Ability to understand complex Space mission planning & execution concepts and algorithms necessary to command and control advanced Space Vehicles in multiple orbital regimes <br>• Minimum 1 year of experience working on Satellite Mission Planning software <br>• TS/SCI clearance with an SSBI within the last 5 years <br>• Demonstrated experience working in Agile teams leveraging Scrum, Kanban or other methodologies and/or understanding of Agile development concepts <br>•Understanding / proficiency in application containerization (e.g. Docker, Kubernetes, etc.) <br>• Experience designing microservice-based architectures <br>• Experience with test automation and continuous integration and deployment <br>• Experience integrating software components via machine-to-machine interfaces (e.g., RESTful APIs, ActiveMQ, etc.) <br>• Experience with relational and/or NoSQL databases - Experience developing applications on multiple platforms, e.g. Windows, Linux, OS X, etc. <br>• Strong background developing / debugging and/or testing of web applications and web services <br>• Experience designing microservice-based architectures <br>• Experience with test automation and continuous integration and deployment <br>• Experience integrating software components via machine-to-machine interfaces (e.g., RESTful APIs, ActiveMQ, etc.) <br>• Experience with relational and/or NoSQL databases - Experience developing applications on multiple platforms, e.g. Windows, Linux, OS X, etc. <br>• Strong background developing / debugging and/or testing of web applications and web services","Colorado, Pennsylvania",67400.0,112300.0,2,6,89850.0,89850.0
456,Systems Engineer Stf,558481BR,SPACE ,E1464:Systems Engineer Stf ,Systems Engineering: System Architecture,"<b>The coolest jobs on this planet… or any other… are with Lockheed Martin Space.</b><br><br>At the dawn of a new space age, Lockheed Martin is a pioneer, partner, innovator and builder. Our amazing men and women are on a mission to make a difference in the world and every day we use our unique skills and experiences to create, design and build solutions to some of the worlds’ hardest engineering problems. Our culture encourages employees to dream big, perform with excellence and create incredible products. We provide the resources, inspiration and focus and if you have the passion and courage to dream big, we want to build a better tomorrow with you.<br><br>Are you looking to develop your career as a Systems Engineer? <br><br>Do you want to be part of a dynamic, fast-moving, high performance team that's creating a best-in-class team culture, all while quickly adapting to ever-changing customer requirements?<br><br>As a Systems Engineer on the NextGen OPIR Program you will:<br>• Integrate into a small, high-performing Product Team led by a Scrum Master and Product Owner <br>• Develop Minimum Viable Product (MVPs) for a critical part of the NGG Ground System<br>• Support daily Scrum Meetings, Team Demos, and monthly Staff Calls<br>• Work under very general supervision in support of larger team goals <br>• Support Ad hoc tasking and stretch assignments as outlined by Program Technical Leaders<br>• Relentlessly pursue continuous improvement, emphasize outcomes over metrics, and be a good teammate <br>• Be able to perform some Systems Engineering (Use Case development, requirements decomposition, activity diagrams, et. al) <br><br><br>To promote the sharing of ideas, Lockheed Martin fosters an inclusive work environment that encourages differences and big-picture thinking.<br><br>Our employees play an active role in strengthening the quality of life where we live and work by volunteering more than 850,000 hours annually. Here are some of the benefits you can enjoy:<br>• Medical<br>• Dental<br>• 401k<br>• Paid time off<br>• Work/life balance<br>• Career development<br>• Mentorship opportunities<br>• Rewards & recognition<br><br><a href=https://www.lockheedmartinjobs.com/working-here#benefits>Learn more about Lockheed Martin’s competitive and comprehensive benefits package.</a",• Great interpersonal skills working in a team environment<br>• Excellent presentation and written communication skills<br>• Flexibility and determination to learn new skills<br>• Proficiency in Microsoft Office software products<br>• Familiarity with Systems Engineering standards and principles,"• Ability to obtain Top Secret/SCI security clearance <br>• Demonstrated leadership experience<br>• Team Lead experience <br>• Familiarity with agile process<br>• Demonstrated effective communication skills<br>• Experience in generating design documents that adhere to technical standards<br>• Familiarity with MBSE, C, C++, Java, Linux",Colorado ,97500.0,162500.0,4,1,130000.0,130000.0
457,Systems Engineer Sr.,558879BR,SPACE ,E1463:Systems Engineer Sr ,Systems Engineering: Requirements Development,"Our amazing people are on a mission to make a difference in the world and every day we use our unique skills and experiences to create, design and build solutions to some of the worlds’ hardest engineering problems. Our culture encourages employees to dream big, perform with excellence and create incredible products. We provide the resources, inspiration and focus and if you have the passion and courage to dream big, we want to build a better tomorrow with you.<br><br>Are you looking to develop your career as a Systems Engineer? <br><br>Do you want to be part of a dynamic, fast-moving, high performance team that's creating a best-in-class team culture, all while quickly adapting to ever-changing customer requirements?<br><br>As a Systems Engineer on the NextGen OPIR Program you will:<br><br>• Integrate into a small, high-performing Product Team led by a Scrum Master and Product Owner <br><br>• Develop Minimum Viable Product (MVPs) for a critical part of the NGG Ground System<br><br>• Support daily Scrum Meetings, Team Demos, and monthly Staff Calls<br><br>• Work under very general supervision in support of larger team goals <br><br>• Support Ad hoc tasking and stretch assignments as outlined by Program Technical Leaders<br><br>• Relentlessly pursue continuous improvement, emphasize outcomes over metrics, and be a good teammate <br><br>• Be able to perform Systems Engineering (Use Case development, requirements decomposition, activity diagrams, et. al)<br><br>• Be well versed in and/or willing to learn Model Based Systems Engineering (MBSE) and its associated tools<br><br>• The candidate will be comfortable in an ever-changing dynamic environment and work well in an agile team.","• Great interpersonal skills working in a team environment<br>• Excellent verbal and written communication skills<br>• Flexibility and determination to learn new skills<br>• Proficiency in Microsoft Office software products<br>• Familiarity with Systems Engineering Fundamentals<br>• Ability to obtain a TS/SCI (not required before starting)<br>• Self-driven, ability to work independently and in a team environment",• Demonstrated leadership experience<br>• Familiarity with Agile process<br>• Demonstrated effective communication skills<br>• Experience in generating design documents that adhere to technical standards<br>• Familiarity with MBSE<br>• DOORs and/or CAMEO experience<br>• Experience with satellite ground systems<br>• Experience as a satellite operator is a plus<br>• OPIR program experience/exposure<br>• Detail oriented<br>• Version One or Agility tool experience,Colorado ,79300.0,132100.0,3,1,105700.0,105700.0
458,Systems Engineer Stf.,558883BR,SPACE ,E1464:Systems Engineer Stf ,Systems Engineering: Requirements Development,"Our amazing people are on a mission to make a difference in the world and every day we use our unique skills and experiences to create, design and build solutions to some of the worlds’ hardest engineering problems. Our culture encourages employees to dream big, perform with excellence and create incredible products. We provide the resources, inspiration and focus and if you have the passion and courage to dream big, we want to build a better tomorrow with you.<br><br>Are you looking to develop your career as a Systems Engineer? <br><br>Do you want to be part of a dynamic, fast-moving, high performance team that's creating a best-in-class team culture, all while quickly adapting to ever-changing customer requirements?<br><br>As a Systems Engineer on the NextGen OPIR Program you will:<br><br>• Integrate into a small, high-performing Product Team led by a Scrum Master and Product Owner <br><br>• Develop Minimum Viable Product (MVPs) for a critical part of the NGG Ground System<br><br>• Support daily Scrum Meetings, Team Demos, and monthly Staff Calls<br><br>• Work under very general supervision in support of larger team goals <br><br>• Support Ad hoc tasking and stretch assignments as outlined by Program Technical Leaders<br><br>• Relentlessly pursue continuous improvement, emphasize outcomes over metrics, and be a good teammate <br><br>• Be able to perform Systems Engineering (Use Case development, requirements decomposition, activity diagrams, et. al)<br><br>• Be well versed in and/or willing to learn Model Based Systems Engineering (MBSE) and its associated tools<br><br>• The candidate will be comfortable in an ever-changing dynamic environment and work well in an agile team.","• Great interpersonal skills working in a team environment<br>• Excellent verbal and written communication skills<br>• Flexibility and determination to learn new skills<br>• Proficiency in Microsoft Office software products<br>• Familiarity with Systems Engineering Fundamentals<br>• Ability to obtain a TS/SCI (not required before starting)<br>• Self-driven, ability to work independently and in a team environment",• Demonstrated leadership experience<br>• Familiarity with Agile process<br>• Demonstrated effective communication skills<br>• Experience in generating design documents that adhere to technical standards<br>• Familiarity with MBSE<br>• DOORs and/or CAMEO experience<br>• Experience with satellite ground systems<br>• Experience as a satellite operator is a plus<br>• OPIR program experience/exposure<br>• Detail oriented<br>• Version One or Agility tool experience,Colorado ,97500.0,162500.0,4,1,130000.0,130000.0
459,Systems Integration and Test Engineer,558814BR,SPACE ,E1782:Sys Integratn/Test Eng ,Systems Engineering: Assembly/Integration and Test,"Our amazing people are on a mission to make a difference in the world and every day we use our unique skills and experiences to create, design and build solutions to some of the worlds’ hardest engineering problems. Our culture encourages employees to dream big, perform with excellence and create incredible products. We provide the resources, inspiration and focus and if you have the passion and courage to dream big, we want to build a better tomorrow with you.<br><br>Are you looking to develop your career as a Systems Integration and Test Engineer? <br><br>Do you want to be part of a dynamic, fast-moving, high performance team that's creating a best-in-class team culture, all while quickly adapting to ever-changing customer requirements?<br><br>As a Systems Integration and Test Engineer on the NextGen OPIR Program you will:<br><br>• Integrate into a small, high-performing Product Team led by a Scrum Master and Product Owner <br><br>• Support daily Scrum Meetings, Team Demos, and monthly Staff Calls<br><br>• Work under very general supervision in support of larger team goals <br><br>• Support Ad hoc tasking and stretch assignments as outlined by Program Technical Leaders<br><br>• Relentlessly pursue continuous improvement, emphasize outcomes over metrics, and be a good teammate <br><br>• Be able to interpret complex system requirements<br><br>• The successful candidate will excel working as part of a technical team of software and integration engineers who successfully integrate, test, and deploy complex systems to the customer. <br><br>• This position will be responsible for contributing to detailed design, coding new content and bug fixes, contributing to unit testing, automating unit testing where possible, and contributing to integration testing as needed. <br><br>• Software integration projects will vary from satellite command and control software, to satellite payload sensor management software, to mission specific software, to ground hardware & network control software. <br><br>• The candidate will be comfortable in an ever-changing dynamic environment and work well in an agile team.","• Great interpersonal skills working in a team environment<br>• Excellent written and verbal communication skills<br>• Flexibility and determination to learn new skills<br>• Proficiency in Microsoft Office software products<br>• Familiarity with Integration and Test/Verification<br>• Ability to obtain a TS/SCI (not required before starting)<br>• Self-driven, ability to work independently and in a team environment","• Familiarity with Agile process<br>• Demonstrated effective communication skills<br>• Experience in generating design documents that adhere to technical standards<br>• Familiarity with MBSE is a plus<br>• Understanding of I&V Life Cycle<br>• Automated Test experience is a plus<br>• DOORs and/or CAMEO experience<br>• Within C++, a basic understanding of Boost and Qt. <br>• An understanding of Simple Network Management Protocol (SNMP)<br>• Automated unit testing experience<br>• Experience with CI/CD tools like Jenkins, or working in a DevOps environment<br>• Experience with satellite ground systems<br>• Experience writing/delivering on software requirements for complex systems<br>• Experience working in a Linux environment<br>• Experience as an operator is a plus<br>• OPIR program experience/exposure<br>• Scripting skills<br>• Ability to generate code for and execute automated testing<br>• DXL scripting skills<br>• Detail oriented",Colorado ,64400.0,107400.0,2,1,85900.0,85900.0
460,C2BMC SW Architect,559034BR,RMS ,E1074:Software Engineer Stf ,Software Engineering,"Are you ready to join Lockheed Martin's C2BMC team in Colorado Springs? Then come join us as a Software Architect where your responsibilities will include defining and leading all aspects of the implementation of the overall software architecture for a Java-based missile defense command and control system. You will also ensure the architecture is consistent with the architecture design tenets on the C2BMC program. <br><br>This includes providing direct technical support to the chief architect and coordinating across engineering fields (e.g. Systems Engineering, Software Engineering, Integration & test, sustainment). <br><br>EXAMPLES OF TASKING TO BE PERFORMED INCLUDE: <br>-  Perform trade studies and analysis for current and future C2BMC development activities<br><br>-  Maintain the software architecture artifacts for the program, overseeing the development of all software design documentation <br><br>-  Determine ramifications and impacts of proposed architectural changes to the software baselines<br><br>-  Analyze system performance to include quantifying performance, identifying bottlenecks, and measuring throughput<br><br>-  Support briefings, presentations and demonstrations to customer<br><br>-  Support analysis, design, and implementation of cyber requirements in the software","*Must currently have an active DoD Secret Security Clearance to be considered for this position*<br><br>Bachelor's degree from an accredited college in a related discipline, or equivalent experience/combined education, with 9 years of professional experience; or 7 years of professional experience with a related Master's degree<br><br>Software engineering and architecture experience on large software systems to include: <br><br>-  Recent experience in software architecture and distributed systems design and implementation<br><br>-  Experience performing trade studies and analysis across software engineering subject areas<br><br>-  Familiarity with the system engineering discipline<br><br>-  Hands-on application development experience in the use of the Java (or similar structured programming languages)<br><br>-  Previous experience with missile defense, command and control and software architecture<br><br>HERE ARE SOME OF THE BENEFITS YOU CAN ENJOY:<br>-  Medical (some LM locations have on-site medical) <br>-  Dental<br>-  401k (with generous matching)<br>-  Paid time off including, (we have a 4/10 Flex schedule which means every Friday off!) <br>-  Work/life balance, family-friendly environment<br>-  Generous Tuition Reimbursement<br><br>LEARN MORE ABOUT OUR COMPETITIVE AND COMPREHENSIVE BENEFITS PACKAGE: <br>https://www.lockheedmartinjobs.com/working-here#benefits","-  Full life-cycle software development experience using JAVA, OOD, OOP, XML, and UML<br>-  Proficiency with Excel, and Visio<br>-  Knowledge of virtualization, containerization, hyper-convergence, cloud computing strongly desired<br>-  Familiarity with cyber security is a plus<br><br>We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, sex, gender, gender expression, sexual orientation, age, marital status, veteran status, or disability status. We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.",Colorado ,101900.0,169900.0,4,6,135900.0,135900.0
461,Tb&S Simulation Senior Software Engineer,557516BR,SPACE ,E1073:Software Engineer Sr ,Software Engineering,"<b>The coolest jobs on this planet… or any other… are with Lockheed Martin Space.</b><br><br>At the dawn of a new space age, Lockheed Martin is a pioneer, partner, innovator and builder. Our amazing people are on a mission to make a difference in the world and every day we use our unique skills and experiences to create, design and build solutions to some of the worlds’ hardest engineering problems. Our culture encourages employees to dream big, perform with excellence and create incredible products. We provide the resources, inspiration and focus and if you have the passion and courage to dream big, we want to build a better tomorrow with you.<br><br>Are you looking to develop your career as a Software Engineer? Do you want to be part of a dynamic, fast-moving, high performance team that's creating a best-in-class team culture, all while quickly adapting to ever-changing customer requirements?<br><br>The <b>Testbed & Simulation</b> group is looking for a talented software engineer to join a high-performing  team. We are seeking someone with a team-oriented attitude and work style that will collaborate effectively and drive improvements into the Tb&S Digital Twin Simulation group. We are also looking for someone who knows how to have fun at work and celebrate big wins. Previous Agile experience and expertise in GitLab, Kubernetes, and containerization are preferred.  Previous C++ and Python experience are also preferred. <br><br>To promote the sharing of ideas, Lockheed Martin fosters an inclusive work environment that encourages differences and big-picture thinking.<br><br>Our employees play an active role in strengthening the quality of life where we live and work by volunteering more than 850,000 hours annually. Here are some of the benefits you can enjoy:<br>• Medical<br>• Dental<br>• 401k<br>• Paid time off<br>• Work/life balance<br>• Career development<br>• Mentorship opportunities<br>• Rewards & recognition<br><br><a href=https://www.lockheedmartinjobs.com/working-here#benefits>Learn more about Lockheed Martin’s competitive and comprehensive benefits package.</a>",- C++ and Python proficiency <br>- Demonstrated Kubernetes experience within containerized environments <br>- Cloud computing/infrastructure experience,"- Familiarity with Python Binding<br>- Ability to coach more junior engineers<br>- Experience with simulation and testing software development<br>- Experience with Agile SW development<br>- Familiarity with Test Driven Development/Behavior Driven Development<br>- Prefer MS in Computer Science field<br>- TS/SCI Clearance preferred, but not required to start",Colorado ,82900.0,138100.0,3,6,110500.0,110500.0
462,Research Engineering Senior Manager,558537BR,CORPORATE HEADQUARTERS ,L1476:Research Engineering Sr Mgr ,Systems Engineering: Requirements Development,"The Senior Manager for Research and Technology leads expert research project/program managers and Lockheed Martin’s most critical enterprise portfolios in the Research and Technology organization under the office of the Vice President and Chief Technology Officer in Corporate. The Research and Technology team works in a “Team of Teams” manner with leaders across the enterprise, customers, and partners/suppliers. The Research and Technology senior manager partners with colleagues in the business areas to manage Research and Development portfolios which identify and develop generation-after next technologies critical to the future success of the corporation. You will play a vital role in defining our future by driving innovative solutions for our customers. The charter is to work collaboratively across the enterprise to enable the next generation of Lockheed Martin operations and manufacturing technologies.  You will lead development of advanced manufacturing technologies within the Emerging Technologies team and lead research project managers who collaborate with the Lockheed Martin advanced manufacturing community.  The senior manager leads expert, high level research experts responsible for facilitating project/program definition, guidance, and management (cost, schedule, technical execution, transition planning and facilitation).Position may be located at any major Lockheed Martin site.","Demonstrated experience and successful track record in research project and program management, to include:  cost/schedule/performance metrics and tracking and technology road mapping, required.<br>• Experience managing diverse technical teams. <br>• Demonstrated history of collaboration and working with US based and International customers and suppliers, to include US<br>Government sponsoring agencies, academia, national labs or institutes, and commercial partners.<br>• Demonstrated success in leading technical and functional professionals, across disciplines, to develop effective solutions.<br>• Demonstrated success in developing research programs including Research Agreement Terms and Conditions.<br>• Experience in coordination across multiple lines of business and multi-functional organizations for internally funded research and development (IRAD) investments.<br>• Experience planning technical efforts, including schedules, metrics budgets and earned value management.<br>• Experience with projects that include development, implementation, integration, and testing.<br>• Customer knowledge and proven technology transition experience.<br>• Excellent written and verbal communication skills. <br>• Demonstrated ability to thrive in a virtual, matrixed organization. <br>• Active Secret clearance.<br><br>MUST BE LOCATED AT A LM SITE WITH SECURE<br>COMMUNICATIONS (NOT VIRTUAL)","•	Demonstrated success energizing teams, openly collaborating, and enabling their best performance. <br>•	Capable of representing Lockheed Martin with professionalism in external settings with senior executives from US & International industry, academia, and governments. <br>•	Member of a high-performing virtual team and self-motivated with a strong work ethic, time-management, and interpersonal skills. <br>•	Experience with developing and maintaining strategic multi-year plans. <br>•	Demonstrated effective communication skills as the position will require frequent interactions with technical and executive leaders across the enterprise. <br>•	Ability to travel in the US and Internationally for broad business area facilitation and team interaction required and should be expected at approximately 25% of the time. <br>•	Recognized leader in the field. <br>•	Demonstrated ability to learn new technologies and lead teams to incorporate. <br>•	Minimum 14 years relevant professional experience including at least 3 years managing direct reports. <br>•	Strong and broad technical background in Lockheed Martin with cross-BA technologies and products.<br>•	Experience converting strategy into prioritized R&D products and deliverables combined with the development of a business case investment strategy. <br>•	Familiar with Stage Gate/R&D management processes. <br>•	Advanced degree in a technical field. <br>•	Experience working cross-business projects. <br>•	Demonstrated career progression in roles of increasing responsibilities. <br><br>•	Experience in manufacturing and structures technology, and broad experience with fabrication and assembly technologies used to produce Lockheed Martin products.<br>• Ability to obtain an advanced clearance – Top Secret, SCI.","California, Colorado, Florida, Maryland, New Jersey, Texas",140400.0,234000.0,8,1,187200.0,187200.0
463,Software Engineer Staff,558479BR,SPACE ,E1074:Software Engineer Stf ,Software Engineering,"At the dawn of a new space age, Lockheed Martin is a pioneer, partner, innovator and builder. Our amazing people are on a mission to make a difference in the world and every day we use our unique skills and experiences to create, design and build solutions to some of the worlds’ hardest engineering problems. Our culture inspires employees to dream big, perform with excellence and create incredible products. We provide the resources, inspiration and focus and if you have the passion and courage to dream big, we want to build a better tomorrow with you.<br><br>We are seeking a Software Engineer to join our dynamic and growing team! The selected candidate will design, develop, and test software solutions across our contracted efforts, supporting multiple baselines in defect resolution as well as enhancements, special projects, new business initiatives, and modernization efforts.<br><br>The successful candidate will be a passionate coder, someone who loves a challenge and always rises to the occasion to ensure success. They embrace modern development practices and insist that others do as well. They will be a self-started leader in evangelizing new tools/processes and will be eager to introduce automation when necessary. They communicate well and enjoy working with other passionate engineers in a collaborative environment.<br><br><b>Typically has 7-10+ years</b> of professional experience.<br><br>Our employees play an active role in strengthening the quality of life where we live and work by volunteering more than 850,000 hours annually. Here are some of the benefits you can enjoy:<br>• Medical<br>• Dental<br>• 401k<br>• Paid time off<br>• Work/life balance<br>• Career development<br>• Mentorship opportunities<br>• Rewards & recognition<br><br><a href=https://www.lockheedmartinjobs.com/working-here#benefits>Learn more about Lockheed Martin’s competitive and comprehensive benefits package.</a>","- Bachelors degree from an accredited college in a related discipline, or equivalent experience/combined education. <br><br>- C++ w/ strong understanding of OO Design/Principles","- Java/J2EE<br>- Python, Perl<br>- Knowledge of Test Automation Frameworks<br>- Experience in Space Ground Systems<br>- Understanding of Algorithms and Design Patterns<br>- Agile Methodologies/Tools<br>- Development Experience on Linux<br>- Neptune Experience<br>- Ability to obtain TS/SCI Clearance<br><br>Our employees play an active role in strengthening the quality of life where we live and work by volunteering more than 850,000 hours annually. Here are some of the benefits you can enjoy:<br>• Medical<br>• Dental<br>• 401k<br>• Paid time off<br>• Work/life balance<br>• Career development<br>• Mentorship opportunities<br>• Rewards & recognition<br><br><a href=https://www.lockheedmartinjobs.com/working-here#benefits>Learn more about Lockheed Martin’s competitive and comprehensive benefits package.</a>",Colorado ,101900.0,169900.0,4,6,135900.0,135900.0
465,Sr. Electrical Harness Design Engineer,564836BR,SPACE ,E1443:Electrical Engineer Sr ,Electronics Engineering,"Are you ready to take your career to a new level and work at an extraordinary company in <a href=https://www.lockheedmartinjobs.com/space-denver-colorado target=""_blank"">Littleton CO</a>?<br><br><b>The coolest jobs on this planet… or any other… are with Lockheed Martin Space.</b><br><br>We are a community of engineers looking for a dependable early career engineer to join our tight-knit group. This role will support many of the Programs that LM Space supports, where partnership, integrity, and reliability are prioritized. <br><br>The Harness and Cable Design group is an organization that is responsible for mechanical and electrical design tasks relating to wire harness, cable design, and interconnecting of electronic equipment. This position is for an Electrical Engineer that collaborates well in a team environment, has excellent communication skills, and proactively takes initiative.<br><br>This role will be responsible for interpretation and accurate implementation of detailed component performance specifications and Interface Control Drawings (ICD). Support will include helping our team meet safety, schedule, and cost as it relates to Spacecraft Harness Design. <br><br>SCOPE OF RESPONSIBILITY WILL INCLUDE:<br>• Technical development and coordination of harness and cable wire connection lists<br>• Engineering change support<br>• Schematic capture of wiring diagrams. <br><br>Additionally, your contributions will aid in investigating design factors such as part availability, manufacturability, ease of assembly, weight, and cost. <br><br>ADDITIONAL RESPONSIBILITIES MAY INCLUDE: <br>• Documentation release<br>• Testing requirement definition<br>• Interface Control Drawing (ICD) interpretation<br>• Detailed Component Performance Specification interpretation<br>• Conceptual designs<br>• Trade studies. <br><br>Strong collaboration skills will be key to success as you work alongside early career and experienced engineers in partnership with other disciplines, such as Systems Engineering, Mechanical Engineering, Manufacturing Engineering, and Quality Engineering.<br><br>As part of our team, you will have the opportunity to work in a flexible and dynamic team environment while gaining direct product knowledge from experienced engineers. Additionally, there will be numerous opportunities to help represent the Harness and Cable team, with many opportunities for career development along the way.<br><br>WE ARE LOOKING FOR: <br>• <b>5 - 9 years</b> of professional experience for this role.<br>• Willingness to obtain and maintain a <b>TS/SCI w/Poly clearance</b>, thus <b>US Citizenship</b> is required for this position.<br><br><b>BENEFITS OF EMPLOYMENT:</b><br>Learn more about Lockheed Martin’s <a href=https://www.lockheedmartinjobs.com/working-here#benefits target=""""_blank"""">comprehensive benefits package</a>. <br><br>We are an equal opportunity employer and value diversity at Lockheed Martin. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.<br><br>We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.","• Bachelor of Science or higher from an accredited college in Electrical or Mechanical Engineering or related discipline, or equivalent experience/combined education.<br><br>• Coursework/experience in electrical design.<br><br>• Fluency in ECAD applications (Zuken E3, etc.) tools.<br><br>• Willing and able to obtain and maintain a TS/SCI w/Poly Clearance.","• Electrical interconnect experience including wire list generation and schematic experience.<br>• Familiarity with Space programs, flight specifications, and/or COTS electronic equipment/components.<br>• Excellent written and verbal communication skills<br>• Strong interpersonal skills<br>• Ability to work in a collaborative and team-based environment.<br>• Demonstrated ability to troubleshoot and problem solve.",Colorado ,79300.0,132100.0,3,7,105700.0,105700.0
